total intl minutes,total eve minutes,total day minutes,total intl calls,total eve calls,total day calls,state,number vmail messages,international plan,voice mail plan,customer service calls,account length,churn
12.0,194.7,167.3,9,99,99,MI,37,no,yes,2,53,False
12.8,105.7,107.0,3,67,63,FL,0,no,no,4,100,True
13.9,49.2,149.0,11,78,92,TX,0,no,no,0,38,False
8.7,237.2,271.8,2,128,129,CO,0,no,no,4,130,True
12.8,221.6,233.8,3,131,103,MA,0,yes,no,0,102,False
15.0,124.2,139.6,4,93,96,UT,0,no,no,2,144,False
12.0,191.9,179.5,4,131,121,GA,0,no,no,0,93,False
13.5,233.8,230.7,2,109,102,IL,25,no,yes,3,148,False
10.0,211.7,214.4,8,57,93,HI,38,no,yes,1,134,False
12.8,193.9,191.3,4,87,89,KS,0,no,no,1,163,False
10.6,236.0,176.2,4,138,120,VA,0,no,no,1,67,False
10.8,290.3,76.1,3,73,121,NH,0,no,no,0,90,False
8.2,221.3,209.9,3,82,112,MN,0,no,no,1,158,False
10.9,164.5,181.4,4,98,98,NE,0,no,no,2,92,False
8.2,77.1,61.6,7,85,117,NY,0,no,no,4,144,True
10.5,220.4,200.3,4,97,68,MD,39,no,yes,0,120,False
13.8,196.3,161.6,2,119,104,MN,0,no,no,1,117,False
13.1,200.2,234.1,9,121,101,MN,0,no,no,2,122,False
15.0,155.2,170.2,2,102,98,MD,0,no,no,1,70,False
8.9,303.8,145.3,4,93,89,UT,0,yes,no,0,4,False
13.4,176.0,167.6,6,89,96,OR,0,no,no,2,95,False
10.8,249.1,141.1,2,126,92,LA,0,no,no,2,89,False
14.1,177.5,167.1,7,87,86,VT,0,yes,no,2,117,True
10.3,245.2,81.1,2,72,86,VA,0,no,no,0,132,False
11.6,163.4,299.5,5,84,83,IA,33,no,yes,0,120,False
9.4,115.6,76.4,3,74,116,FL,0,no,no,3,104,False
6.1,163.6,192.1,3,88,83,KY,0,no,no,0,89,False
9.4,170.4,62.8,4,66,124,KS,0,yes,no,3,103,False
11.3,165.8,241.7,3,84,84,ME,33,no,yes,1,148,False
7.7,159.1,139.4,3,92,95,RI,0,no,no,0,94,False
7.4,163.7,177.1,2,108,88,CT,38,no,yes,0,100,False
9.4,131.8,167.1,1,79,77,NY,0,no,no,6,82,True
8.1,301.5,150.6,5,83,99,OH,0,no,no,0,75,False
12.4,274.3,175.8,4,119,89,MA,0,no,no,1,145,False
11.6,244.4,200.2,4,88,105,VA,35,no,yes,3,43,False
7.5,173.0,54.8,3,103,92,TN,0,no,no,1,99,False
8.7,161.5,157.8,2,56,83,KY,20,no,yes,5,113,True
14.6,168.6,175.7,4,90,120,WY,0,no,no,1,177,False
9.3,168.3,178.4,9,113,97,AK,0,no,no,1,120,False
12.2,168.3,119.2,6,110,88,NH,0,no,no,4,149,True
9.6,220.6,161.3,3,95,122,DE,0,no,no,1,129,False
9.4,169.6,58.9,3,59,125,AZ,0,no,no,1,63,False
9.2,165.3,85.8,4,110,77,ID,0,no,no,3,160,False
9.7,246.8,96.1,4,134,103,DC,0,no,no,1,45,False
10.5,280.8,174.7,8,122,83,WY,0,no,no,5,16,False
7.4,187.3,78.6,5,110,106,WA,0,no,no,1,45,True
11.4,282.6,178.3,4,110,98,NE,0,no,no,1,148,False
12.6,31.2,212.0,10,115,121,LA,0,no,no,3,172,False
8.3,335.7,181.6,6,118,119,MD,0,no,no,4,139,False
6.2,259.2,176.3,3,97,79,MA,0,no,no,0,86,False
11.2,193.2,170.5,6,129,113,KY,0,no,no,0,112,False
11.6,234.0,153.8,2,89,89,VT,0,no,no,4,101,False
10.8,260.5,211.8,7,102,115,NJ,0,no,no,0,131,False
7.5,163.3,189.8,3,133,126,GA,31,no,yes,1,185,False
13.0,131.2,130.5,6,117,77,KY,0,no,no,0,104,False
12.2,159.1,101.4,2,119,48,MS,0,no,no,1,105,False
2.1,306.6,158.4,4,66,71,IL,0,yes,no,1,98,False
5.5,219.1,185.3,5,88,91,IN,0,no,no,0,69,False
10.9,133.9,197.8,3,119,66,CO,0,no,no,4,132,True
4.4,219.8,111.0,14,84,51,RI,0,no,no,1,65,False
14.7,268.6,150.9,1,129,86,HI,0,no,no,1,190,False
6.4,147.3,110.0,7,75,91,IL,0,yes,no,0,16,False
10.3,242.8,218.8,3,64,123,OH,0,no,no,4,135,False
0.0,78.3,114.4,0,101,104,MO,0,no,no,2,106,False
5.4,242.3,259.8,1,117,85,NE,0,no,no,0,85,False
13.5,127.6,197.7,3,83,101,LA,0,no,no,1,82,False
10.0,185.7,216.2,5,105,95,NV,0,no,no,2,148,False
11.7,181.0,300.3,4,100,109,DC,0,no,no,0,82,True
12.3,222.4,314.1,5,99,86,MI,0,no,no,3,74,True
9.1,287.4,173.9,7,105,111,MA,0,no,no,1,96,False
13.4,70.9,191.9,4,87,113,WV,0,no,no,4,161,True
10.6,238.3,179.1,1,102,93,SC,33,no,yes,2,99,False
8.7,208.2,187.6,6,118,97,CA,0,no,no,2,113,False
10.6,289.8,214.3,4,55,129,GA,24,no,yes,1,50,False
10.3,245.6,174.5,9,105,101,ND,31,no,yes,1,132,False
12.3,188.2,155.3,4,85,116,MA,0,no,no,3,47,False
7.1,266.5,144.4,7,128,87,NV,0,no,no,0,102,False
11.9,313.2,196.6,3,92,84,KY,22,no,yes,0,45,False
10.1,192.4,168.0,3,94,116,TX,0,no,no,2,64,False
12.6,265.8,109.0,2,98,69,WY,0,no,no,1,146,False
12.1,145.4,215.9,4,118,76,PA,0,no,no,1,137,False
11.2,299.1,225.9,4,86,110,TX,0,no,no,1,201,True
11.0,193.0,142.1,4,97,77,OH,31,no,yes,1,52,False
12.0,177.4,229.3,8,126,103,OK,0,no,no,1,125,False
8.4,182.4,253.4,2,151,77,IN,0,no,no,1,36,False
9.7,150.6,268.4,8,131,85,AZ,0,yes,no,2,109,True
11.8,131.7,151.5,4,78,89,WV,0,no,no,0,80,False
11.9,169.8,120.8,3,101,96,ME,0,no,no,4,97,True
8.5,103.4,263.8,3,115,65,WY,22,no,yes,3,87,False
8.7,351.6,184.5,4,80,97,LA,0,no,no,1,117,False
11.5,145.0,180.0,6,77,88,NC,0,no,no,2,122,False
9.1,138.9,132.1,1,88,42,DE,0,yes,no,2,2,True
12.6,212.5,149.7,4,97,71,CO,0,no,no,3,140,False
14.7,167.4,240.9,8,91,108,IN,0,no,no,3,131,False
6.4,265.7,220.8,3,106,100,CT,0,yes,no,0,40,False
12.8,267.8,191.8,3,135,75,NY,31,no,yes,2,60,False
12.3,208.6,51.1,3,137,106,MO,0,no,no,1,116,False
7.5,140.9,205.0,4,114,90,OK,0,no,no,2,116,False
11.7,165.4,205.0,8,103,94,WI,37,no,yes,1,129,False
10.5,125.6,247.0,4,91,109,ID,32,no,yes,3,95,False
5.8,138.3,122.0,5,114,92,DC,0,no,no,1,73,False
13.3,203.0,146.0,2,141,121,OR,0,no,no,1,97,False
5.2,185.5,196.1,6,87,89,WV,0,no,no,2,131,False
9.6,150.0,114.8,4,104,94,IL,0,no,no,2,123,False
15.5,176.6,210.4,4,96,80,WA,0,no,no,1,56,False
6.7,204.1,134.8,8,106,94,CA,0,no,no,1,120,False
7.1,172.2,136.3,5,108,97,SC,0,no,no,0,87,False
13.0,141.4,246.6,5,112,94,AL,25,no,yes,1,100,False
10.7,231.7,105.9,5,107,132,ND,28,no,yes,1,101,False
15.3,183.9,243.0,6,77,91,KS,0,no,no,0,24,True
13.4,162.4,204.5,1,110,108,CO,0,no,no,3,107,False
9.6,121.9,209.9,4,105,105,NY,0,no,no,1,41,False
12.8,227.4,131.2,2,125,63,DE,32,no,yes,2,53,False
10.4,186.4,236.8,5,87,135,KY,0,no,no,2,79,False
0.0,209.8,242.9,0,65,126,VT,0,no,no,1,165,False
10.1,228.8,269.8,8,101,106,TX,0,no,no,1,136,True
10.9,174.6,206.7,3,122,79,OK,43,no,yes,1,149,False
10.7,176.3,326.5,6,113,67,TX,0,no,no,2,208,True
9.0,169.7,222.5,3,75,74,SC,0,no,no,2,109,False
6.3,74.6,166.0,7,100,79,OK,0,no,no,0,112,False
13.9,209.6,112.2,1,108,95,NC,0,no,no,0,58,True
7.5,226.7,291.1,2,123,150,NC,19,no,yes,1,64,False
10.7,248.7,151.5,5,126,100,MT,14,no,yes,2,34,False
14.0,290.9,130.2,6,121,119,FL,0,no,no,3,79,False
5.8,301.0,268.7,1,147,120,NJ,0,no,no,2,80,True
11.1,193.0,191.7,4,86,109,ME,30,no,yes,1,41,False
8.5,230.6,255.1,5,110,124,SC,0,no,no,3,209,True
13.7,273.0,161.8,4,58,73,CT,33,no,yes,0,54,False
13.7,83.9,243.8,8,72,98,IN,0,no,no,2,122,False
7.7,180.0,134.7,3,83,121,OK,0,no,no,1,117,False
10.8,242.2,151.5,2,114,104,WA,0,no,no,1,141,False
5.3,106.2,195.7,3,95,119,WV,21,no,yes,2,52,False
9.6,187.7,233.5,2,71,81,MI,0,yes,no,0,148,True
9.7,152.7,207.6,3,77,65,RI,13,no,yes,1,117,False
9.2,202.4,181.8,2,98,85,AZ,0,no,no,4,94,False
8.2,207.0,217.0,4,142,115,FL,0,no,no,1,109,False
11.3,157.8,221.3,6,89,140,NH,0,no,no,1,139,False
10.0,223.0,111.9,7,124,55,MS,0,yes,no,3,190,False
10.4,192.3,113.8,1,97,97,IN,0,no,no,3,64,False
11.6,178.2,268.6,3,142,83,CA,34,no,yes,2,116,False
8.4,193.0,225.8,9,117,94,RI,28,no,yes,4,114,False
8.9,175.9,213.6,3,82,127,AK,29,no,yes,1,100,False
13.0,135.8,144.0,4,91,90,TX,0,no,no,1,79,False
9.7,219.6,244.9,6,105,118,WI,34,yes,yes,4,126,False
11.8,162.5,134.2,2,128,105,GA,21,no,yes,4,93,True
5.6,206.9,211.1,4,108,103,NE,0,no,no,0,139,False
8.1,207.5,199.5,4,110,107,CO,0,no,no,2,37,False
14.5,209.3,205.9,4,86,88,KS,0,no,no,2,137,False
10.5,212.2,137.3,2,129,100,MA,0,no,no,1,120,False
10.7,152.1,232.9,6,94,90,UT,24,no,yes,1,116,False
10.2,221.0,141.7,3,100,95,WV,0,no,no,0,93,False
11.5,223.2,286.6,5,108,73,NY,0,no,no,1,54,True
10.0,157.5,113.7,3,82,117,MO,36,no,yes,2,112,False
3.3,138.1,229.6,3,103,82,WY,0,no,no,1,145,False
10.7,253.0,121.5,4,124,88,MN,0,no,no,1,132,False
11.1,139.2,211.7,3,123,121,HI,26,yes,yes,1,155,False
10.6,222.8,197.0,6,102,110,NM,0,no,no,2,56,False
12.4,198.8,180.0,3,126,119,NC,0,yes,no,1,115,False
12.1,207.7,220.0,3,76,114,KY,0,no,no,2,80,False
8.4,129.4,180.4,2,124,89,AZ,32,no,yes,1,113,False
13.2,165.9,188.4,2,89,63,VT,0,no,no,1,48,False
8.0,169.3,218.2,1,60,76,PA,0,no,no,1,88,False
6.2,180.2,256.3,7,106,135,IA,0,no,no,2,66,False
12.2,103.6,151.8,4,116,115,AL,0,yes,no,1,91,False
10.1,199.4,112.8,5,116,133,RI,0,no,no,0,131,False
9.4,142.0,241.7,4,101,87,WI,27,no,yes,1,35,False
12.2,151.9,213.9,5,70,95,MD,0,no,no,3,106,False
13.8,112.5,144.8,3,66,107,MS,0,no,no,1,1,False
11.8,216.8,202.2,2,93,86,NH,0,no,no,2,88,False
10.3,172.0,271.1,5,133,80,MD,0,no,no,1,102,False
4.1,201.4,170.9,5,80,71,AK,24,no,yes,2,52,False
12.2,167.2,118.2,3,136,106,UT,0,no,no,3,72,False
14.7,283.2,179.2,5,83,105,IL,30,no,yes,1,57,False
11.5,154.0,162.6,4,109,138,MN,0,no,no,0,109,False
7.8,196.5,146.4,2,99,107,DC,0,no,no,1,66,False
12.8,180.0,312.0,4,109,112,WV,0,no,no,1,124,True
8.0,236.1,221.7,4,70,100,MN,27,no,yes,0,100,False
12.8,180.8,157.9,3,132,88,TX,0,no,no,1,32,False
11.4,150.5,256.7,3,120,98,NE,38,no,yes,3,189,False
10.4,179.3,234.4,6,111,61,NV,0,no,no,3,124,False
8.2,218.8,166.6,6,107,61,HI,0,no,no,7,149,False
9.4,178.9,192.6,4,118,102,UT,0,no,no,1,110,False
6.4,196.3,117.6,3,126,97,MT,15,no,yes,1,97,False
7.9,241.1,174.0,1,114,85,ND,0,no,no,1,94,False
6.7,202.6,124.1,8,120,82,GA,0,no,no,3,86,False
14.6,197.0,104.0,8,125,92,KY,0,no,no,0,71,False
6.4,245.9,103.3,7,123,122,KS,0,no,no,0,128,False
12.5,118.6,189.3,4,113,95,NH,20,no,yes,2,55,False
14.3,314.3,214.7,2,109,86,FL,29,no,yes,0,102,False
2.9,123.9,168.9,7,99,128,AL,0,no,no,2,121,False
7.6,228.8,209.6,2,96,107,OK,0,no,no,3,101,False
9.2,118.9,193.8,3,104,102,MT,0,no,no,0,27,False
6.5,114.5,148.5,4,106,106,ME,18,no,yes,0,149,False
12.5,295.9,150.8,1,88,85,AK,0,no,no,1,86,False
9.3,303.7,247.2,2,103,116,KY,0,no,no,2,58,True
7.1,195.4,159.5,7,118,115,CA,0,no,no,1,33,False
16.3,156.7,112.8,6,65,89,PA,0,no,no,0,140,False
9.5,224.4,82.6,1,63,113,NV,39,no,yes,3,87,False
8.9,258.7,227.0,1,111,122,OH,0,no,no,2,69,False
7.7,152.5,200.6,2,127,106,WI,0,no,no,3,102,False
3.8,256.2,246.4,4,101,83,ND,0,no,no,0,105,False
16.4,189.6,210.8,3,98,84,ND,0,no,no,2,48,False
7.3,174.5,134.0,3,94,104,WI,0,no,no,3,107,False
11.2,262.8,133.0,3,93,65,AK,0,yes,no,1,146,False
5.9,254.1,174.3,3,95,85,NY,0,no,no,6,204,False
11.4,297.8,143.7,8,98,114,WY,0,no,no,4,129,False
12.2,160.8,129.7,3,101,115,MA,19,no,yes,2,127,False
11.2,126.8,183.2,8,76,117,AK,36,no,yes,1,127,False
15.5,241.4,168.8,4,107,137,DE,0,no,no,0,117,False
14.0,270.4,177.2,2,99,88,ND,0,no,no,2,120,False
7.5,173.4,124.3,5,105,91,WV,0,no,no,3,87,False
10.1,205.6,237.1,5,117,63,OK,31,no,yes,4,121,False
9.7,281.1,174.0,2,118,57,TN,0,no,no,0,95,False
8.8,214.0,117.6,5,108,66,MA,0,no,no,1,132,False
15.2,179.4,280.4,6,79,127,IN,0,no,no,5,104,False
12.8,209.9,194.8,3,93,116,CO,0,no,no,0,80,False
13.6,187.5,275.4,3,62,150,NV,0,no,no,1,178,False
14.6,259.4,197.1,5,95,113,GA,22,no,yes,2,135,False
11.5,257.2,235.5,4,130,81,NY,0,no,no,2,140,False
13.1,237.3,111.7,6,119,121,WV,0,no,no,1,75,False
11.5,286.2,165.5,2,112,84,MO,0,yes,no,1,95,True
6.5,123.4,189.8,2,67,96,SD,48,no,yes,2,144,True
12.9,177.8,125.2,3,105,79,WY,32,no,yes,1,114,False
16.1,216.0,121.1,5,86,130,OK,0,no,no,2,15,False
13.0,267.1,250.2,2,118,121,MD,0,no,no,1,136,True
6.8,195.5,192.6,5,74,107,MI,28,no,yes,3,157,False
15.1,254.5,170.4,5,90,91,TN,26,no,yes,0,121,False
14.3,274.0,198.9,9,88,77,LA,20,no,yes,1,149,False
7.9,187.1,149.3,4,130,83,MI,0,no,no,7,146,True
11.5,238.8,224.1,7,85,127,IN,22,no,yes,2,58,False
6.4,164.5,197.6,6,86,83,OH,0,no,no,1,80,False
8.9,165.3,121.6,2,115,84,NE,0,no,no,1,56,False
10.5,175.1,184.8,6,84,74,WV,0,no,no,1,124,False
11.0,291.3,199.0,6,111,110,OH,36,yes,yes,1,63,False
9.0,153.8,202.9,3,104,97,WI,0,no,no,3,41,False
11.1,168.5,241.7,2,133,115,RI,0,no,no,2,73,False
10.9,220.8,109.9,6,114,102,CO,0,no,no,0,90,False
2.0,279.3,234.4,2,109,103,OR,0,no,no,1,94,True
6.0,203.8,183.6,3,90,138,NH,24,no,yes,2,116,False
8.4,208.0,161.0,4,134,113,TX,0,no,no,3,57,False
10.4,193.3,68.4,4,110,86,NH,0,no,no,0,130,False
0.0,256.6,172.4,0,69,114,NM,0,no,no,2,158,False
12.9,223.6,295.0,4,101,141,MD,0,no,no,2,133,True
8.9,188.9,107.7,3,104,124,DC,31,no,yes,0,103,False
11.4,160.4,117.9,10,92,101,MO,0,no,no,0,83,False
12.5,246.5,197.6,8,112,126,WY,0,yes,no,2,126,False
12.7,189.6,105.9,7,142,151,NC,0,no,no,0,89,False
12.3,154.0,273.4,6,99,141,AR,27,no,yes,1,135,False
10.7,165.0,134.2,5,71,80,RI,0,yes,no,0,87,False
6.5,199.6,93.3,4,114,83,RI,0,no,no,0,39,False
11.1,211.3,131.6,4,96,120,KS,0,no,no,4,167,True
9.1,103.3,127.4,3,99,110,MS,27,no,yes,0,59,False
10.2,227.8,120.5,3,115,104,CO,23,no,yes,1,125,False
10.8,117.6,128.7,5,94,126,CT,0,no,no,0,123,False
11.6,132.3,170.9,3,95,124,MS,0,no,no,1,193,False
10.9,241.2,162.0,7,120,104,WV,0,no,no,1,191,False
9.5,161.0,204.8,3,80,101,NY,0,no,no,0,87,False
7.3,223.0,87.7,4,86,103,VT,19,no,yes,2,99,False
8.6,102.2,216.8,2,111,78,IA,32,no,yes,0,134,False
11.3,284.3,131.8,2,119,82,CT,0,no,no,1,124,False
15.1,235.8,203.2,6,131,99,ND,0,no,no,2,60,False
7.8,205.0,209.1,3,93,141,NC,0,yes,no,2,109,False
9.0,288.4,221.6,2,100,74,MI,28,no,yes,1,86,False
5.8,264.7,150.1,4,103,109,SC,29,no,yes,1,90,False
13.5,105.8,222.7,4,98,94,MO,0,no,no,1,110,False
10.5,195.1,134.1,2,104,112,VA,0,no,no,2,121,False
8.6,167.9,178.8,4,84,102,NJ,0,no,no,3,83,False
9.9,160.5,158.7,3,127,91,IN,26,no,yes,1,148,False
10.0,141.4,187.0,8,128,65,WI,0,no,no,2,133,False
5.6,163.0,141.4,3,105,107,KY,22,no,yes,2,71,False
10.0,259.6,287.4,3,84,118,GA,0,yes,no,1,117,True
11.1,210.8,137.1,4,114,102,IA,0,no,no,1,73,False
13.1,178.4,190.5,5,75,91,RI,0,no,no,1,75,False
15.8,227.4,337.4,7,116,120,OH,0,no,no,0,83,True
12.7,164.6,182.1,4,59,94,CO,23,no,yes,3,22,False
8.9,228.4,145.5,8,110,116,VT,0,no,no,1,64,False
6.8,211.5,182.1,1,104,89,NV,0,no,no,1,41,False
9.4,202.4,246.2,5,134,102,ME,0,no,no,1,108,False
10.7,150.0,93.8,2,104,127,HI,0,no,no,1,101,False
9.5,204.9,213.4,6,52,100,CT,0,no,no,1,105,False
10.1,253.9,290.4,5,92,108,MA,0,no,no,3,71,True
10.1,173.7,180.7,4,90,82,WY,11,no,yes,2,146,False
13.3,157.3,129.4,3,89,84,VT,0,no,no,0,116,False
9.4,199.4,222.1,3,102,107,IN,0,no,no,2,68,False
7.1,213.9,140.2,2,102,97,NH,0,no,no,1,90,False
10.2,249.3,175.5,3,85,67,IN,0,no,no,1,81,False
10.8,192.2,210.3,4,83,116,NE,32,no,yes,6,78,False
10.5,198.4,158.7,4,117,90,FL,0,no,no,1,103,False
6.8,160.7,221.0,4,113,100,KS,0,no,no,2,127,False
17.0,153.6,268.0,1,106,115,AR,0,no,no,3,115,False
12.4,173.3,169.2,4,108,124,WA,0,no,no,4,167,True
8.9,180.5,133.8,4,94,85,CO,0,no,no,0,107,False
13.3,168.5,260.9,5,103,85,TX,0,no,no,3,123,False
10.3,191.9,224.9,3,127,117,NC,0,no,no,0,111,False
15.0,206.0,219.2,5,109,102,DC,29,no,yes,1,157,False
8.9,183.7,165.4,4,103,108,CT,0,no,no,3,155,False
7.5,274.8,163.5,5,136,80,NE,29,no,yes,2,89,False
7.2,161.9,147.2,6,123,115,OH,0,no,no,3,169,False
12.4,42.5,198.5,5,90,112,MN,0,no,no,0,103,False
7.8,176.6,146.4,5,113,123,FL,0,no,no,1,116,False
15.5,200.6,215.9,7,107,106,DC,35,no,yes,0,108,False
8.8,201.4,187.6,1,81,83,OK,0,no,no,1,149,False
10.8,220.2,122.0,2,100,110,MN,0,yes,no,2,115,True
10.9,228.6,140.8,7,119,140,MI,0,yes,no,1,142,False
13.4,175.8,196.5,5,111,98,ME,26,no,yes,0,151,False
9.9,169.9,169.1,10,102,105,TX,0,no,no,3,87,False
11.0,153.1,210.6,5,84,120,AK,0,no,no,0,115,False
6.9,130.0,247.8,2,95,117,IN,0,no,no,1,100,False
6.9,210.6,175.5,5,60,137,MD,27,yes,yes,1,116,False
14.7,107.1,156.1,3,114,89,OK,28,yes,yes,0,105,True
8.7,223.9,119.3,4,103,93,WY,0,no,no,2,122,False
15.6,226.7,85.9,16,91,113,WV,0,no,no,0,94,False
15.0,166.4,190.2,4,108,89,CO,0,no,no,6,23,False
7.0,152.2,197.7,3,96,118,NY,0,no,no,2,61,False
12.6,187.8,246.8,5,121,129,MO,0,no,no,1,135,False
9.0,240.3,173.1,5,105,140,ID,0,yes,no,1,92,False
10.7,230.9,211.8,9,137,84,CO,0,no,no,3,63,False
8.6,171.0,156.4,4,116,108,WI,0,no,no,2,70,False
7.3,263.2,101.1,5,110,121,WY,0,no,no,0,80,False
8.6,187.0,30.9,7,113,113,CO,32,no,yes,1,63,False
6.9,203.0,222.8,2,128,101,VA,0,no,no,2,158,False
10.2,205.4,191.4,3,119,93,NE,0,no,no,3,154,False
9.4,182.0,225.5,2,108,119,ND,24,no,yes,3,75,False
12.1,177.8,118.5,4,109,92,ND,0,no,no,1,104,False
9.2,193.7,91.7,4,123,90,TX,0,no,no,2,92,False
10.6,230.1,217.9,2,116,71,WI,0,no,no,1,91,False
10.1,255.7,228.9,2,71,134,NH,0,yes,no,4,95,True
14.2,194.5,145.0,3,157,72,HI,33,no,yes,2,115,False
13.8,148.1,261.9,4,99,113,NE,0,no,no,0,64,False
12.9,246.5,201.4,4,117,100,NJ,28,no,yes,2,135,True
13.4,313.7,142.4,6,109,106,MS,25,no,yes,2,38,False
12.6,163.2,135.8,3,88,125,VT,0,no,no,0,43,False
11.0,155.0,162.1,9,86,86,UT,0,no,no,5,68,True
12.2,243.0,103.1,8,135,90,MD,31,no,yes,3,79,False
9.5,269.7,259.4,3,109,116,SC,0,no,no,1,19,True
4.0,219.4,151.6,5,87,117,WA,0,no,no,1,161,False
10.6,120.4,159.8,3,86,91,IA,0,no,no,2,45,False
7.9,222.5,135.8,6,101,104,MO,29,no,yes,2,45,False
6.1,149.4,219.2,5,125,92,LA,0,no,no,0,179,False
11.1,224.1,230.6,2,103,94,UT,44,no,yes,0,116,False
9.3,198.6,181.8,3,148,108,FL,0,no,no,2,22,False
6.6,217.9,111.1,3,101,105,OH,29,no,yes,2,98,False
9.4,204.6,322.5,4,93,106,SC,0,no,no,2,87,True
11.9,162.5,222.2,7,111,96,WY,0,no,no,4,111,False
9.5,248.7,272.6,2,74,83,MT,0,no,no,1,54,True
12.0,263.6,273.3,7,121,66,MD,0,yes,no,1,76,True
9.2,190.0,224.8,2,101,111,NJ,0,no,no,1,64,False
10.6,182.9,127.7,7,90,67,DE,0,no,no,1,115,False
7.9,264.2,237.1,3,125,76,ND,37,yes,yes,1,81,False
8.2,173.6,75.8,13,147,102,AK,37,no,yes,0,138,False
13.5,184.1,133.3,2,123,63,SD,20,no,yes,1,52,False
10.1,147.6,94.1,2,80,93,MS,0,no,no,0,68,False
11.4,230.9,145.6,7,87,102,NY,0,no,no,1,99,False
11.5,213.4,194.8,7,73,133,WV,0,no,no,0,106,False
13.1,135.8,241.7,3,100,137,MN,0,no,no,0,145,False
9.7,195.9,236.3,6,112,102,TX,38,no,yes,1,110,False
11.3,194.5,209.8,3,94,82,SD,0,no,no,0,85,False
6.6,168.0,244.7,1,117,81,NY,0,no,no,1,21,False
14.0,208.7,128.8,7,93,80,WY,0,no,no,1,34,False
11.5,143.8,122.4,3,111,88,DC,0,no,no,1,126,False
4.7,120.5,227.1,4,103,116,AR,0,no,no,5,98,True
9.6,147.9,229.8,7,121,90,UT,0,no,no,3,157,False
10.5,254.3,170.5,2,77,103,OH,0,no,no,2,66,False
9.9,146.5,148.5,6,42,111,AR,0,no,no,3,74,False
12.7,259.0,148.7,6,94,80,NM,0,no,no,2,65,False
11.3,173.7,170.5,2,109,94,IN,0,no,no,1,122,False
8.4,194.0,180.4,5,98,123,WY,0,yes,no,0,157,False
8.1,270.6,198.5,10,74,123,MS,35,no,yes,1,17,False
8.2,171.7,269.6,6,91,121,IL,0,yes,no,1,55,False
9.9,145.9,116.7,3,88,71,RI,26,no,yes,1,190,False
10.6,230.0,167.3,5,68,91,DC,0,no,no,1,66,True
6.3,176.0,227.4,4,81,84,GA,0,no,no,2,189,False
11.1,257.2,59.5,6,106,103,TX,0,no,no,0,70,False
10.3,246.9,276.9,3,94,105,WA,0,no,no,1,96,True
12.6,169.9,155.3,5,87,75,PA,0,no,no,2,114,False
8.3,263.3,267.9,2,74,103,KS,27,yes,yes,1,110,True
10.7,178.7,265.2,9,102,122,WA,0,no,no,2,82,False
9.7,105.6,211.3,4,119,61,ME,0,yes,no,4,75,True
12.3,188.7,231.2,1,74,135,WY,0,no,no,1,171,False
11.5,292.4,182.9,4,68,54,OH,10,no,yes,0,132,False
7.5,199.8,114.3,8,91,132,IL,14,no,yes,1,107,False
12.6,221.1,83.5,3,63,96,MO,0,no,no,0,86,False
12.6,253.6,208.3,3,89,86,WA,0,no,no,1,134,False
6.8,196.7,207.7,3,112,85,ME,0,no,no,1,66,False
9.7,180.4,245.0,6,91,112,IN,0,no,no,1,94,False
12.9,153.1,222.2,4,125,127,VA,0,no,no,1,10,False
10.8,167.2,194.8,6,85,112,KS,0,no,no,1,73,False
8.3,317.5,190.4,4,85,92,OR,0,no,no,2,48,False
13.9,217.2,154.4,4,101,130,MT,0,no,no,1,101,False
12.0,262.3,144.5,7,101,35,MT,30,no,yes,2,124,False
13.5,279.6,132.0,4,114,103,NM,0,no,no,0,55,False
17.2,254.9,194.4,9,110,63,AL,34,no,yes,2,41,False
13.3,165.9,60.6,7,96,113,NY,30,no,yes,0,112,False
12.6,122.1,111.2,2,94,101,OR,0,no,no,3,89,False
9.6,199.5,170.8,5,125,114,MS,26,no,yes,5,118,True
7.4,153.6,193.0,5,106,106,ND,38,no,yes,2,84,False
7.5,157.6,187.9,6,117,116,OH,0,no,no,1,65,False
8.4,203.8,221.8,4,134,97,TX,0,yes,no,1,90,False
9.4,205.2,217.1,3,100,76,PA,0,no,no,2,112,False
10.2,211.2,206.2,6,118,100,MO,0,no,no,1,132,False
12.9,147.6,265.3,1,95,94,MT,31,no,yes,1,13,False
9.7,177.0,96.0,4,68,117,RI,0,no,no,3,127,False
14.1,145.1,99.7,4,96,107,KY,0,no,no,2,115,False
12.5,142.1,208.8,4,106,119,KS,34,no,yes,4,65,False
17.0,163.7,260.8,6,112,81,MN,29,yes,yes,1,125,True
10.9,209.1,145.4,1,98,93,NY,0,no,no,1,142,False
6.7,253.8,239.9,3,77,107,VA,39,no,yes,5,133,False
13.4,193.6,154.5,3,87,129,IN,0,no,no,2,119,False
5.6,160.5,131.1,9,94,129,WV,0,no,no,5,50,True
10.2,215.6,216.2,3,84,107,IN,0,no,no,0,100,False
14.7,217.3,220.0,6,102,80,GA,37,no,yes,3,72,False
12.2,287.7,119.1,4,136,117,FL,0,no,no,0,143,False
9.8,250.7,175.4,9,87,125,AR,0,no,no,1,109,False
8.5,138.3,169.9,7,155,77,GA,0,no,no,1,98,False
10.1,213.4,260.8,5,111,130,WY,39,no,yes,1,95,False
10.1,275.5,159.5,2,90,103,WI,0,no,no,1,153,True
10.9,354.2,129.5,3,118,56,MD,0,no,no,1,102,False
